sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,qty,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,related_skus,associated_skus,additional_attributes
V0500234,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Hora del baño,Mipeque/Marca/Junior Knows",base,"Bañera Plegable Infantil","<p>Si dispones de poco espacio en tu hogar y deseas que el momento del baño de tu bebé sea relajante y seguro, no te pierdas la <strong>bañera plegable infantil</strong>. Esta <strong>bañera portátil</strong> dispone un tapón de desagüe con sensor de temperatura que pasa de azul a blanco si el agua supera los 37 ºC.</p><ul><li>Edad recomendada: 0-24 meses</li><li>Fabricado de goma y plástico resistente</li><li>Sistema de plegado en acordeón</li><li>Secado rápido</li><li>Dispone de patas antideslizantes</li><li>Dispone de 2 compartimentos para dejar los accesorios de baño</li><li>Dispone de orificio para colgarla en la pared</li><li>Medidas plegada aprox.: 80,5 x 6 x 45 cm</li><li>Medidas montada aprox.: 80,5 x 23 x 45 cm</li></ul>",,2.618,0,"Taxable Goods","Catalog, Search",132.5,55.21,4/4/2017,4/5/2017,banera-plegable-infantil-rosa,,,,"-0001-11-30 00:00:00","2017-03-26 15:48:36",9,banera-plegable-infantil.jpg,"banera-plegable-infantil imagen",banera-plegable-infantil.jpg,"banera-plegable-infantil imagen",banera-plegable-infantil.jpg,"banera-plegable-infantil imagen",banera-plegable-infantil_1.jpg,"F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","color=Rosa,marca=Junior Knows"
V0500236,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Hora del baño,Mipeque/Marca/Junior Knows",base,"Bañera Hinchable de Viaje","<p>Si necesitas una bañera para tu futuro bebé y quieres que sea lo más práctica posible, no te quedes sin la <strong>bañera hinchable de viaje</strong>. Ideal para el hogar y las vacaciones.</p><ul><li>Edad recomendada: 0-12 meses</li><li>Fabricado de vinilo resistente</li><li>Dispone de válvulas de seguridad</li><li>Suelo hinchable para evitar deslizamientos</li><li>Medidas aprox.: 79 x 51 x 33 cm</li><li>Cumple con la norma NF XPS 54-044 (requisitos de seguridad en ensayos de bañeras y otros productos para el baño)</li></ul>",,0.648,0,"Taxable Goods","Catalog, Search",29.9,12.48,4/4/2017,4/5/2017,banera-hinchable-de-viaje-azul,,,,"-0001-11-30 00:00:00","2017-03-27 14:30:50",12,banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen",banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen",banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen","banera-hinchable-de-viaje_1.jpg,banera-hinchable-de-viaje_2.jpg,banera-hinchable-de-viaje_3.jpg","F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","color=Azul,marca=Junior Knows"
V0500237,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Hora del baño,Mipeque/Marca/Junior Knows",base,"Bañera Hinchable de Viaje","<p>Si necesitas una bañera para tu futuro bebé y quieres que sea lo más práctica posible, no te quedes sin la <strong>bañera hinchable de viaje</strong>. Ideal para el hogar y las vacaciones.</p><ul><li>Edad recomendada: 0-12 meses</li><li>Fabricado de vinilo resistente</li><li>Dispone de válvulas de seguridad</li><li>Suelo hinchable para evitar deslizamientos</li><li>Medidas aprox.: 79 x 51 x 33 cm</li><li>Cumple con la norma NF XPS 54-044 (requisitos de seguridad en ensayos de bañeras y otros productos para el baño)</li></ul>",,0.648,0,"Taxable Goods","Catalog, Search",29.9,12.48,4/4/2017,4/5/2017,banera-hinchable-de-viaje-rosa,,,,"-0001-11-30 00:00:00","2017-03-27 14:30:50",12,banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen",banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen",banera-hinchable-de-viaje.jpg,"banera-hinchable-de-viaje imagen","banera-hinchable-de-viaje_1.jpg,banera-hinchable-de-viaje_2.jpg,banera-hinchable-de-viaje_3.jpg","F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","F0505190,H4530221,H4530222,F1600018,F1600019,F1600052,F1600053,F1600054,V0000137,V0300100,V0700100,V0100109,V0500229,V0500230,V0500231,V0500233,V0500234,V0500236,V0500237","color=Rosa,marca=Junior Knows"
V0500239,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Paseo y viaje,Mipeque/Marca/Junior Knows",base,"Cojín Cervical para Bebés","<p>¡Consigue ya para tu bebé el divertido y original <strong>cojín cervical para bebés</strong>! Este <strong>cojín para bebés</strong> suena como un sonajero al agitarlo.</p><ul><li>Edad recomendada: +9 meses</li><li>Fabricado en suave tejido aterciopelado</li><li>Medidas aprox.: 24 x 20 x 6 cm</li></ul>",,0.121,0,"Taxable Goods","Catalog, Search",18.25,8.38,4/4/2017,4/5/2017,cojin-cervical-para-bebes-perro,,,,"-0001-11-30 00:00:00","2017-03-27 13:20:32",3,cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen",cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen",cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen","cojin-cervical-para-bebes_1.jpg,cojin-cervical-para-bebes_2.jpg","H4502027,F1505144,F1505143,F1505145,F1505146,V0500224,V0500225,V0500239,V0500240,V1300147,V1300149,V1300151,V1300160,V1300164,V1300165,V1300166,V1300193,V1300192,V1300194,V1300195,V1300196,V1300198,V1300197,V0500247,V1300212,V1300214,V1300213,V1300230,V1300241,V1300286,V1300321,V1300322","H4502027,F1505144,F1505143,F1505145,F1505146,V0500224,V0500225,V0500239,V0500240,V1300147,V1300149,V1300151,V1300160,V1300164,V1300165,V1300166,V1300193,V1300192,V1300194,V1300195,V1300196,V1300198,V1300197,V0500247,V1300212,V1300214,V1300213,V1300230,V1300241,V1300286,V1300321,V1300322","animal=Perro,marca=Junior Knows"
V0500240,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Paseo y viaje,Mipeque/Marca/Junior Knows",base,"Cojín Cervical para Bebés","<p>¡Consigue ya para tu bebé el divertido y original <strong>cojín cervical para bebés</strong>! Este <strong>cojín para bebés</strong> suena como un sonajero al agitarlo.</p><ul><li>Edad recomendada: +9 meses</li><li>Fabricado en suave tejido aterciopelado</li><li>Medidas aprox.: 24 x 20 x 6 cm</li></ul>",,0.121,0,"Taxable Goods","Catalog, Search",18.25,8.38,4/4/2017,4/5/2017,cojin-cervical-para-bebes-elefante,,,,"-0001-11-30 00:00:00","2017-03-27 13:20:32",12,cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen",cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen",cojin-cervical-para-bebes.jpg,"cojin-cervical-para-bebes imagen","cojin-cervical-para-bebes_1.jpg,cojin-cervical-para-bebes_2.jpg","H4502027,F1505144,F1505143,F1505145,F1505146,V0500224,V0500225,V0500239,V0500240,V1300147,V1300149,V1300151,V1300160,V1300164,V1300165,V1300166,V1300193,V1300192,V1300194,V1300195,V1300196,V1300198,V1300197,V0500247,V1300212,V1300214,V1300213,V1300230,V1300241,V1300286,V1300321,V1300322","H4502027,F1505144,F1505143,F1505145,F1505146,V0500224,V0500225,V0500239,V0500240,V1300147,V1300149,V1300151,V1300160,V1300164,V1300165,V1300166,V1300193,V1300192,V1300194,V1300195,V1300196,V1300198,V1300197,V0500247,V1300212,V1300214,V1300213,V1300230,V1300241,V1300286,V1300321,V1300322","animal=Elefante,marca=Junior Knows"
V0500213,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Relax y diversión,Mipeque/Marca/Junior Knows",base,"Hamaca para Bebé con Sonido","<p>¡Tu bebé lo pasará genial jugando cómodamente sentado en su <strong>hamaca para bebé con sonido</strong>! Estimula los sentidos y desarrolla las capacidades del bebé. Dispone de 3 niveles de vibración y de volumen para las diversas melodías.</p><ul><li>Edad recomendada: +0 meses</li><li>Asiento mullido y acolchado</li><li>Fabricado en algodón</li><li>Estructura metálica</li><li>Reclinable en 3 posiciones</li><li>Fácil montaje</li><li>Peso máximo soportado: 9 kg</li><li>Medidas aprox.: 50 x 57 x 61 cm</li><li>Funciona con pilas (2 x C LR14, no incluidas)</li></ul>",,2.448,1,"Taxable Goods","Catalog, Search",140.75,69.9,4/4/2017,4/5/2017,hamaca-para-bebe-con-sonido,,,,"2016-05-24 16:23:27","2017-03-27 14:15:45",6,hamaca-para-bebe-con-sonido.jpg,"hamaca-para-bebe-con-sonido imagen",hamaca-para-bebe-con-sonido.jpg,"hamaca-para-bebe-con-sonido imagen",hamaca-para-bebe-con-sonido.jpg,"hamaca-para-bebe-con-sonido imagen","hamaca-para-bebe-con-sonido_1.jpg,hamaca-para-bebe-con-sonido_2.jpg,hamaca-para-bebe-con-sonido_3.jpg","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","marca=Junior Knows"
V0500214,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Relax y diversión,Mipeque/Marca/Junior Knows",base,"Manta de Actividades para Bebés","<p>¡Si tienes un bebé o buscas un <strong>regalo para bebés</strong>, consigue ya la <strong>manta de actividades para bebés</strong>! Perfecta para estimular los sentidos y desarrollar las capacidades de los bebés.</p><ul><li>Edad recomendada: +0 meses</li><li>Fabricada en algodón (accesorios de plástico)</li><li>Base mullida y acolchada</li><li>Medidas aprox.: 90 x 50 x 90 cm</li></ul>",,0.997,1,"Taxable Goods","Catalog, Search",113.95,53.64,4/4/2017,4/5/2017,manta-de-actividades-para-bebes,,,,"2016-05-24 16:25:29","2017-03-24 13:55:36",10,manta-de-actividades-para-bebes.jpg,"manta-de-actividades-para-bebes imagen",manta-de-actividades-para-bebes.jpg,"manta-de-actividades-para-bebes imagen",manta-de-actividades-para-bebes.jpg,"manta-de-actividades-para-bebes imagen","manta-de-actividades-para-bebes_1.jpg,manta-de-actividades-para-bebes_2.jpg,manta-de-actividades-para-bebes_3.jpg","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","marca=Junior Knows"
V0500216,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Relax y diversión,Mipeque/Marca/Junior Knows",base,"Juguete para Cochecito con Luz y Sonido","<p>Ya verás que a gusto va tu bebé en su <strong>carro de paseo</strong> mientras se entretiene con el <strong>juguete para cochecito con luz y sonido</strong>.</p><ul><li>Edad recomendada: +3 meses</li><li>Fabricado de plástico</li><li>Funciona con pilas (3 x LR44/A76, 1,5 V, no incluidas)</li><li>La cabeza del león emite hasta 10 melodías distintas y luz</li><li>Adaptable a carros o sillas gracias a las cintas de sujeción</li><li>Incluye instrucciones para su montaje</li><li>Medidas aprox.: 30 x 8,5 x 8 cm</li></ul>",,0.383,1,"Taxable Goods","Catalog, Search",38.3,17.39,4/4/2017,4/5/2017,juguete-para-cochecito-con-luz-y-sonido,,,,"2016-05-25 15:42:21","2017-03-24 14:35:43",5,juguete-para-cochecito-con-luz-y-sonido.jpg,"juguete-para-cochecito-con-luz-y-sonido imagen",juguete-para-cochecito-con-luz-y-sonido.jpg,"juguete-para-cochecito-con-luz-y-sonido imagen",juguete-para-cochecito-con-luz-y-sonido.jpg,"juguete-para-cochecito-con-luz-y-sonido imagen",juguete-para-cochecito-con-luz-y-sonido_1.jpg,"H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","marca=Junior Knows"
V0500215,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Relax y diversión,Mipeque/Marca/Junior Knows",base,"Tacatá para Bebés con Luz y Sonido","<p>Si quieres entretener a tu bebé mientras aprende a dar sus primeros pasitos, no te quedes sin el <strong>tacatá para bebés con luz y sonido</strong>.</p><ul><li>Edad recomendada: +6 meses</li><li>Asiento mullido y acolchado</li><li>Fabricado en algodón</li><li>Estructura de plástico</li><li>Dispone de 3 posiciones (plegado, altura 52 cm, altura 56 cm)</li><li>No usar más de 20 minutos</li><li>Peso máximo soportado: 12 kg</li><li>Medidas plegado aprox.: 62 x 27 x 69 cm</li><li>Medidas montado aprox.: 62 x 56 x 69 cm</li><li>Funciona con pilas (2 x AA, no incluidas)</li><li>Cumple con la norma UNE-EN 1273:2005 (Artículos de puericultura. Andadores. Requisitos de seguridad y métodos de ensayo)</li></ul>",,4.88,1,"Taxable Goods","Catalog, Search",160.75,79.95,4/4/2017,4/5/2017,tacata-para-bebes-con-luz-y-sonido,,,,"2016-05-24 16:23:33","2017-03-24 13:55:33",27,tacata-para-bebes-con-luz-y-sonido.jpg,"tacata-para-bebes-con-luz-y-sonido imagen",tacata-para-bebes-con-luz-y-sonido.jpg,"tacata-para-bebes-con-luz-y-sonido imagen",tacata-para-bebes-con-luz-y-sonido.jpg,"tacata-para-bebes-con-luz-y-sonido imagen",tacata-para-bebes-con-luz-y-sonido_1.jpg,"H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","marca=Junior Knows"
V0500212,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Relax y diversión,Mipeque/Marca/Junior Knows",base,"Sonajero para Bebés","<p>Si quieres estimular los sentidos de tu bebé y desarrollar sus capacidades, puedes empezar con el <strong>sonajero para bebés</strong>, ideal para que esté entretenido con sus ruiditos y colores.</p><ul><li>Edad recomendada: +3 meses</li><li>Fabricado de plástico</li><li>Giratorio</li><li>Dispone de diferentes texturas</li><li>Medidas aprox.: 19 x 4 cm</li></ul>",,0.191,1,"Taxable Goods","Catalog, Search",11.75,5.68,4/4/2017,4/5/2017,sonajero-para-bebes,,,,"2016-05-25 07:19:33","2017-03-24 13:55:28",32,sonajero-para-bebes.jpg,"sonajero-para-bebes imagen",sonajero-para-bebes.jpg,"sonajero-para-bebes imagen",sonajero-para-bebes.jpg,"sonajero-para-bebes imagen",sonajero-para-bebes_1.jpg,"H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","H4502019,V0500222,V0500221,V0500218,V0500219,V0500227,V0500228,V0500213,V0500214,V0500216,V0500215,V0500212","marca=Junior Knows"
V1300139,,Default,simple,"Mipeque/Categoria/Material Escolar,Mipeque/Categoria/Mochilas escolares,Mipeque/Marca/Frozen",base,"Mochila Escolar Frozen","<p>¡Las pequeñas seguidoras de la popular Elsa necesitan ya su <strong>mochila escolar Frozen</strong>! Esta <strong>mochila infantil</strong> dispone de relieve en la parte frontal (goma EVA), cremallera, asa superior y dos correas ajustables en la parte trasera.</p><ul><li>Medidas aprox.: 25 x 31 x 10 cm</li><li>Composición: 100 % poliéster</li></ul>",,0.271,1,"Taxable Goods","Catalog, Search",35.4,10.36,4/4/2017,4/5/2017,mochila-escolar-frozen,,,,"2016-09-21 14:06:35","2017-03-14 23:23:17",0,mochila-escolar-frozen.jpg,"mochila-escolar-frozen imagen",mochila-escolar-frozen.jpg,"mochila-escolar-frozen imagen",mochila-escolar-frozen.jpg,"mochila-escolar-frozen imagen","mochila-escolar-frozen_1.jpg,mochila-escolar-frozen_2.jpg,mochila-escolar-frozen_3.jpg","H4600004,H4600007,H4600014,H4600015,H4600016,H4600017,H4600023,H4600029,H4600030,H4600031,H4600032,H4600033,H4600034,V1300100,V1300101,V1300102,V1300103,V1300104,V1300105,V1300106,V1300107,V1300108,V1300139,V1300146,V1300148,V1300150,V1300153,V1300155,V1300162,V1300163,V1300167,V0200613,V0200614,V0200615,V0200617,V0200616,V1300180,V1300182,V1300181,V1300183,V1300184,V1300185,V1300186,V1300187,V1300188,V1300189,V1300190,V1300191,V1300201,V1300200,V1300208,V1300209,V1300228,V1300229,V0300312,V0300311,V0300313,V0300314,V0300316,V0300315,V1300299,V1300300","H4600004,H4600007,H4600014,H4600015,H4600016,H4600017,H4600023,H4600029,H4600030,H4600031,H4600032,H4600033,H4600034,V1300100,V1300101,V1300102,V1300103,V1300104,V1300105,V1300106,V1300107,V1300108,V1300139,V1300146,V1300148,V1300150,V1300153,V1300155,V1300162,V1300163,V1300167,V0200613,V0200614,V0200615,V0200617,V0200616,V1300180,V1300182,V1300181,V1300183,V1300184,V1300185,V1300186,V1300187,V1300188,V1300189,V1300190,V1300191,V1300201,V1300200,V1300208,V1300209,V1300228,V1300229,V0300312,V0300311,V0300313,V0300314,V0300316,V0300315,V1300299,V1300300",marca=Frozen
V0200372,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Decoración infantil,Mipeque/Marca/Junior Knows",base,"Juguetero Plegable de Tela","<p>¡Descubre cómo recoger los juguetes de los peques de la casa a la vez que decoras sus habitaciones de la manera más original! El <strong>juguetero plegable de tela</strong> es un guardajuguetes muy divertido, y seguro que les encantará. </p><ul><li>Dispone de tapa extraíble</li><li>Fabricado de poliéster plastificado</li><li>Medidas plegado aprox.:63 x 3 x 32 cm</li><li>Medidas desplegado aprox.:54,5 x 30 x 25 cm</li><li>Medidas del compartimento principal aprox.: 38 x 29 x 24 cm</li><li>Medidas del compartimento secundario aprox.:15 x 15 x 21 cm</li></ul>",,1.69,0,"Taxable Goods","Catalog, Search",33.4,13.96,4/4/2017,4/5/2017,juguetero-plegable-de-tela-amarillo,,,,"-0001-11-30 00:00:00","2017-03-24 15:18:36",22,juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen","juguetero-plegable-de-tela_1.jpg,juguetero-plegable-de-tela_2.jpg,juguetero-plegable-de-tela_3.jpg,juguetero-plegable-de-tela_4.jpg","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","color=Amarillo,marca=Junior Knows"
V0200373,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Decoración infantil,Mipeque/Marca/Junior Knows",base,"Juguetero Plegable de Tela","<p>¡Descubre cómo recoger los juguetes de los peques de la casa a la vez que decoras sus habitaciones de la manera más original! El <strong>juguetero plegable de tela</strong> es un guardajuguetes muy divertido, y seguro que les encantará. </p><ul><li>Dispone de tapa extraíble</li><li>Fabricado de poliéster plastificado</li><li>Medidas plegado aprox.:63 x 3 x 32 cm</li><li>Medidas desplegado aprox.:54,5 x 30 x 25 cm</li><li>Medidas del compartimento principal aprox.: 38 x 29 x 24 cm</li><li>Medidas del compartimento secundario aprox.:15 x 15 x 21 cm</li></ul>",,1.69,0,"Taxable Goods","Catalog, Search",33.4,13.96,4/4/2017,4/5/2017,juguetero-plegable-de-tela-rojo,,,,"-0001-11-30 00:00:00","2017-03-24 15:18:36",16,juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen","juguetero-plegable-de-tela_1.jpg,juguetero-plegable-de-tela_2.jpg,juguetero-plegable-de-tela_3.jpg,juguetero-plegable-de-tela_4.jpg","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","color=Rojo,marca=Junior Knows"
V0200374,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Decoración infantil,Mipeque/Marca/Junior Knows",base,"Juguetero Plegable de Tela","<p>¡Descubre cómo recoger los juguetes de los peques de la casa a la vez que decoras sus habitaciones de la manera más original! El <strong>juguetero plegable de tela</strong> es un guardajuguetes muy divertido, y seguro que les encantará. </p><ul><li>Dispone de tapa extraíble</li><li>Fabricado de poliéster plastificado</li><li>Medidas plegado aprox.:63 x 3 x 32 cm</li><li>Medidas desplegado aprox.:54,5 x 30 x 25 cm</li><li>Medidas del compartimento principal aprox.: 38 x 29 x 24 cm</li><li>Medidas del compartimento secundario aprox.:15 x 15 x 21 cm</li></ul>",,1.69,0,"Taxable Goods","Catalog, Search",33.4,13.96,4/4/2017,4/5/2017,juguetero-plegable-de-tela-azul-claro,,,,"-0001-11-30 00:00:00","2017-03-24 15:18:36",32,juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen","juguetero-plegable-de-tela_1.jpg,juguetero-plegable-de-tela_2.jpg,juguetero-plegable-de-tela_3.jpg,juguetero-plegable-de-tela_4.jpg","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","color=Azul Claro,marca=Junior Knows"
V0200375,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Decoración infantil,Mipeque/Marca/Junior Knows",base,"Juguetero Plegable de Tela","<p>¡Descubre cómo recoger los juguetes de los peques de la casa a la vez que decoras sus habitaciones de la manera más original! El <strong>juguetero plegable de tela</strong> es un guardajuguetes muy divertido, y seguro que les encantará. </p><ul><li>Dispone de tapa extraíble</li><li>Fabricado de poliéster plastificado</li><li>Medidas plegado aprox.:63 x 3 x 32 cm</li><li>Medidas desplegado aprox.:54,5 x 30 x 25 cm</li><li>Medidas del compartimento principal aprox.: 38 x 29 x 24 cm</li><li>Medidas del compartimento secundario aprox.:15 x 15 x 21 cm</li></ul>",,1.69,0,"Taxable Goods","Catalog, Search",33.4,13.96,4/4/2017,4/5/2017,juguetero-plegable-de-tela-azul-marino,,,,"-0001-11-30 00:00:00","2017-03-24 15:18:36",25,juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen",juguetero-plegable-de-tela.jpg,"juguetero-plegable-de-tela imagen","juguetero-plegable-de-tela_1.jpg,juguetero-plegable-de-tela_2.jpg,juguetero-plegable-de-tela_3.jpg,juguetero-plegable-de-tela_4.jpg","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","color=Azul Marino,marca=Junior Knows"
V0200376,,Default,simple,"Mipeque/Categoria/Bebés y Niños,Mipeque/Categoria/Decoración infantil,Mipeque/Marca/Junior Knows",base,"Asiento-Cojín Infantil de Peluche Animales","<p>¡Sorprende a los niños de tu familia con el <strong>asiento-cojín infantil de peluche Animales</strong>! Seguro que se sentirán muy especiales con su primer <strong>sillón infantil</strong>.</p><ul><li>Composición: 100 % poliéster</li><li>Lavado a mano</li><li>Medidas aprox.: 40 x 40 x 43 cm</li></ul>",,0.945,0,"Taxable Goods","Catalog, Search",54.9,26.39,4/4/2017,4/5/2017,asiento-cojin-infantil-de-peluche-animales-pato,,,,"-0001-11-30 00:00:00","2017-03-29 07:41:25",14,asiento-cojin-infantil-de-peluche-animales.jpg,"asiento-cojin-infantil-de-peluche-animales imagen",asiento-cojin-infantil-de-peluche-animales.jpg,"asiento-cojin-infantil-de-peluche-animales imagen",asiento-cojin-infantil-de-peluche-animales.jpg,"asiento-cojin-infantil-de-peluche-animales imagen","asiento-cojin-infantil-de-peluche-animales_1.jpg,asiento-cojin-infantil-de-peluche-animales_2.jpg,asiento-cojin-infantil-de-peluche-animales_3.jpg,asiento-cojin-infantil-de-peluche-animales_4.jpg","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","H2500142,H2500166,H4502008,H4502015,F1600009,H4530251,D2510139,V0300106,V0200372,V0200373,V0200374,V0200375,V0200376,V0200377,V0200378,V0200379,V0200380,V0200381,V0200382,V0200383,V0200650,V0200651,V1300231,V1300232,V1300233,V1300234,V1300236,V1300235,V1300238,V1300237,V1300239,V1300240,V1300282","dise_o=Pato,marca=Junior Knows"
