ID;CATEGORY;NAME;ATTRIBUTE1;ATTRIBUTE2;VALUE1;VALUE2;DESCRIPTION;BRAND;FEATURE;PRICE;PVP_BIGBUY;PVD;IVA;VIDEO;EAN13;WIDTH;HEIGHT;DEPTH;WEIGHT;STOCK;DATE_ADD;DATE_UPD;IMAGE1;IMAGE2;IMAGE3;IMAGE4;IMAGE5;IMAGE6;IMAGE7;IMAGE8
H4530248;2571,2593,2607;"Paraguas Infantil";Diseño;;Mariquita;;"<p>¡Si buscas un <strong>regalo original</strong> para niños, este <strong>paraguas infantil </strong>te conquistará! Seguro que triunfas entre los más pequeños con este alegre y colorido <strong>paraguas para niños</strong>. Diseño inspirado en animales y objetos (mariquita, rana, balón...). Medidas aprox.: 60 cm (longitud) y 70 cm (diámetro).</p>";2258;;14.3;6.42;3.52;21;;7569000692668;8;60;6;0.232;238;"2014-11-24 08:55:07";"2017-03-28 10:09:31";http://dropshipping.bigbuy.eu/imgs/paraguas_mariquita_00.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_vaca.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_rana.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_pato.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_futbol.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_abeja.jpg;;
H4530249;2571,2593,2607;"Paraguas Infantil";Diseño;;Balón;;"<p>¡Si buscas un <strong>regalo original</strong> para niños, este <strong>paraguas infantil </strong>te conquistará! Seguro que triunfas entre los más pequeños con este alegre y colorido <strong>paraguas para niños</strong>. Diseño inspirado en animales y objetos (mariquita, rana, balón...). Medidas aprox.: 60 cm (longitud) y 70 cm (diámetro).</p>";2258;;14.3;6.42;3.52;21;;7569000692699;8;60;6;0.232;219;"2014-11-24 08:56:50";"2017-03-28 13:25:40";http://dropshipping.bigbuy.eu/imgs/paraguas_mariquita_00.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_vaca.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_rana.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_pato.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_futbol.jpg;http://dropshipping.bigbuy.eu/imgs/paraguas_abeja.jpg;;
H4600011;2571,2611,2616;"Goma de Borrar Lápiz";;;;;"<p>Si estás buscando <strong>material escolar</strong>,<strong> </strong>¡seguro que te interesa la original y divertida <strong>goma de borrar Lápiz</strong>! Una fantástica goma de borrar cómoda y fácil de usar con forma de lápiz. Medidas (altura x diámetro): 15 x 2 cm aprox. Sólo para borrar lápiz.</p>";2258;;2.9;1.3;0.51;21;0;7569000748136;20;2;7;0.078;0;"2014-12-16 19:58:10";"2017-03-24 15:16:26";http://dropshipping.bigbuy.eu/imgs/borrador-lapiz-00.jpg;http://dropshipping.bigbuy.eu/imgs/borrador-lapiz-01.jpg;http://dropshipping.bigbuy.eu/imgs/borrador-lapiz-02.jpg;http://dropshipping.bigbuy.eu/imgs/borrador-lapiz-03.jpg;;;;
F1600012;2571,2593,2599;"Chupetes para Bebés Junior Knows (pack de 2)";Color;;Rosa;;"<p>¡Descubre los fantásticos <strong>chupetes para bebés Junior Knows (pack de 2)</strong>! Perfectos para tu bebé, cómodos y seguros. Con diseño ergonómico y fabricados en plástico libre de BPA. El pack incluye 2 chupetes. Medidas: 6 x 4 x 4 cm aprox. Ideales como <strong>regalo para bebés</strong>. Edad recomendada: +4 meses.</p>";2258;;9;3.3;1.29;21;;7569000699032;16.5;10.5;3.5;0.032;5;"2016-01-20 09:37:36";"2017-03-15 15:06:55";http://dropshipping.bigbuy.eu/imgs/chupete_00.jpg;http://dropshipping.bigbuy.eu/imgs/chupete_01.jpg;;;;;;
F1600011;2571,2593,2599;"Chupetes para Bebés Junior Knows (pack de 2)";Color;;Azul;;"<p>¡Descubre los fantásticos <strong>chupetes para bebés Junior Knows (pack de 2)</strong>! Perfectos para tu bebé, cómodos y seguros. Con diseño ergonómico y fabricados en plástico libre de BPA. El pack incluye 2 chupetes. Medidas: 6 x 4 x 4 cm aprox. Ideales como <strong>regalo para bebés</strong>. Edad recomendada: +4 meses.</p>";2258;;9;3.3;1.29;21;;7569000699025;16.5;10.5;3.5;0.032;69;"2016-01-20 09:37:42";"2017-03-22 13:09:08";http://dropshipping.bigbuy.eu/imgs/chupete_00.jpg;http://dropshipping.bigbuy.eu/imgs/chupete_01.jpg;;;;;;
F1600013;2571,2593,2594;"Biberón con Dibujos de Animales Junior Knows";;;;;"<p>¡Descubre el fantástico <strong>biberón con dibujos de Animales Junior Knows</strong>, el mejor de los <strong>biberones</strong>! Un biberón con divertidos dibujos de animales de colores impresos en la parte exterior. Cuenta con una funda para la tetina muy cómoda e higiénica. Fabricado con plástico libre de BPA, PVC y ftalato, por lo alimentarás a tu bebé con confianza y seguridad. Medidas (altura x diámetro): 20 x 5,5 cm aprox. Edad recomendada: +4 meses. Diseños surtidos enviados de forma aleatoria según stock disponible. Tetina de flujo medio. Capacidad: 250 ml.</p>";2258;;8.65;3.5;0.85;21;0;7569000740864;6;21;6;0.05;0;"2014-12-17 19:15:01";"2017-03-22 12:52:12";http://dropshipping.bigbuy.eu/imgs/biberon_animales_00.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_06.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_05.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_04.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_03.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_02.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_animales_01.jpg;
F1600015;2571,2593,2596;"Vaso para Bebés Junior Knows";Color;;Azul;;"<p>¿Necesitas <strong>accesorios para bebés</strong>? ¡Entonces seguro que te interesa este estupendo <strong>vaso para bebés Junior Knows</strong>! Un vaso adaptado para facilitar que el niño aprenda a beber. Con tapa enroscable y orificio para la salida del líquido. Este vaso ofrece tranquilidad y seguridad, por haber sido fabricado con plástico libre de BPA, PVC y ftalato. Capacidad: 235 ml. Medidas aprox.: 12 x 12 x 7 cm. Edad recomendada: +6 meses. Ideal para regalar.</p>";2258;;4.7;1.96;0.75;21;;7569000699568;12;16.5;7;0.06;0;"2014-11-24 09:59:37";"2017-03-22 12:38:27";http://dropshipping.bigbuy.eu/imgs/vaso_bebes_00.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_08.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_02.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_01.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_000.jpg;;;
F1600016;2571,2593,2596;"Vaso para Bebés Junior Knows";Color;;Rosa;;"<p>¿Necesitas <strong>accesorios para bebés</strong>? ¡Entonces seguro que te interesa este estupendo <strong>vaso para bebés Junior Knows</strong>! Un vaso adaptado para facilitar que el niño aprenda a beber. Con tapa enroscable y orificio para la salida del líquido. Este vaso ofrece tranquilidad y seguridad, por haber sido fabricado con plástico libre de BPA, PVC y ftalato. Capacidad: 235 ml. Medidas aprox.: 12 x 12 x 7 cm. Edad recomendada: +6 meses. Ideal para regalar.</p>";2258;;4.7;1.96;0.75;21;;7569000699575;12;16.5;7;0.06;11;"2014-11-24 10:01:36";"2017-03-22 12:38:27";http://dropshipping.bigbuy.eu/imgs/vaso_bebes_00.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_08.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_02.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_01.jpg;http://dropshipping.bigbuy.eu/imgs/vaso_bebes_000.jpg;;;
F1600018;2571,2593,2597;"Peine y Cepillo para Bebés Junior Knows";Color;;Azul;;"<p>¡Consigue ya este fabuloso set de <strong>peine y cepillo para bebés Junior Knows</strong>! Ideales para peinar y cepillar suavemente el pelo de tu bebé. Con un diseño práctico, cómodo y seguro, ya que ambos han sido fabricados con plástico libre de BPA. Peine: 12,5 x 3 cm aprox. Cepillo: 15 x 2,5 x 4 cm aprox. Edad recomendada: +0 meses. ¡Un estupendo <strong>regalo para bebés</strong>!</p>";2258;;7.75;2.93;0.99;21;;7569000699056;25;3;10.5;0.052;45;"2014-11-24 10:30:42";"2017-03-22 12:38:27";http://dropshipping.bigbuy.eu/imgs/peine_00.jpg;http://dropshipping.bigbuy.eu/imgs/peine_01.jpg;http://dropshipping.bigbuy.eu/imgs/peine_02.jpg;http://dropshipping.bigbuy.eu/imgs/peine_03.jpg;;;;
F1600019;2571,2593,2597;"Peine y Cepillo para Bebés Junior Knows";Color;;Rosa;;"<p>¡Consigue ya este fabuloso set de <strong>peine y cepillo para bebés Junior Knows</strong>! Ideales para peinar y cepillar suavemente el pelo de tu bebé. Con un diseño práctico, cómodo y seguro, ya que ambos han sido fabricados con plástico libre de BPA. Peine: 12,5 x 3 cm aprox. Cepillo: 15 x 2,5 x 4 cm aprox. Edad recomendada: +0 meses. ¡Un estupendo <strong>regalo para bebés</strong>!</p>";2258;;7.75;2.93;0.99;21;;7569000699049;25;3;10.5;0.052;67;"2014-11-24 10:35:34";"2017-03-22 12:38:27";http://dropshipping.bigbuy.eu/imgs/peine_00.jpg;http://dropshipping.bigbuy.eu/imgs/peine_01.jpg;http://dropshipping.bigbuy.eu/imgs/peine_02.jpg;http://dropshipping.bigbuy.eu/imgs/peine_03.jpg;;;;
F1600020;2571,2593,2594;"Biberón Ergonómico Junior Knows";;;;;"<p>¡Tu bebé se merece lo mejor, por eso te presentamos el excelente <strong>biberón ergonómico Junior Knows</strong>! Dispone en la base de una tapa enroscable y cuenta también con una funda para la tetina muy cómoda e higiénica. Además, para mayor seguridad, este <strong>biberón</strong> con diseño ergonómico ha sido fabricado con plástico libre de BPA. Medidas (altura x diámetro): 20 x 6 cm aprox. Capacidad: 250 ml. Tetina de flujo medio. Edad recomendada: +4 meses.</p>";2258;;18.4;7.1;2.57;21;0;7569000760664;7;22;7;0.115;40;"2014-12-17 19:14:56";"2017-03-15 15:07:27";http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico_000.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico_08.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico_03.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico_02.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico_01.jpg;http://dropshipping.bigbuy.eu/imgs/biberon_ergonomico.jpg;;
F1600023;2571,2593,2596;"Bol de Comida para Bebés Junior Knows";Color;;Rosa;;"<p>¡Este completo <strong>bol de comida</strong> <strong>para bebés Junior Knows</strong> es imprescindible para tu pequeño! Es perfecto y muy práctico para las primeras comidas del bebé. Cuenta con tapa, cucharita y base de goma adherente antivuelco. Por seguridad, este set de comida para bebés ha sido fabricado con plástico libre de BPA. Medidas aprox.: 17 x 8 x 14 cm. Apto para lavavajillas. Edad recomendada: +4 meses. ¡Un estupendo <strong>regalo para bebés</strong>!</p>";2258;;13.35;5.73;2.57;21;;7569000740895;8;18;13;0.14;0;"2014-11-24 10:45:28";"2017-03-15 15:08:39";http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_00.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_08.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_01.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set.jpg;;;;
F1600022;2571,2593,2596;"Bol de Comida para Bebés Junior Knows";Color;;Azul;;"<p>¡Este completo <strong>bol de comida</strong> <strong>para bebés Junior Knows</strong> es imprescindible para tu pequeño! Es perfecto y muy práctico para las primeras comidas del bebé. Cuenta con tapa, cucharita y base de goma adherente antivuelco. Por seguridad, este set de comida para bebés ha sido fabricado con plástico libre de BPA. Medidas aprox.: 17 x 8 x 14 cm. Apto para lavavajillas. Edad recomendada: +4 meses. ¡Un estupendo <strong>regalo para bebés</strong>!</p>";2258;;13.35;5.73;2.57;21;;7569000740888;8;18;13;0.14;7;"2014-11-24 10:46:06";"2017-03-15 15:08:39";http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_00.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_08.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set_01.jpg;http://dropshipping.bigbuy.eu/imgs/baby_dinner_set.jpg;;;;
F1505144;2571,2593,2605;"Almohada Cervical Infantil Animales Junior Knows";Diseño;;Rana;;"<p>¡Descubre la fabulosa y original <strong>almohada cervical infantil Animales Junior Knows</strong>! Un <strong>cojín infantil</strong> que fascinará a los niños con su diseño inspirado en animales. Muy suave y confortable. Este <strong>cojín cervical</strong> es perfecto como <strong>regalo para niños</strong>. Medidas aprox.: 25 x 25 x 5 cm.</p>";2258;;19.9;8.8;3.21;21;;7569000698714;25;25;5;0.132;64;"2014-11-24 10:59:31";"2017-03-28 09:56:10";http://dropshipping.bigbuy.eu/imgs/almohada_cervical_ninos_00.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_mariquita.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_pato.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_rana.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_tigre.jpg;;;
F1505143;2571,2593,2605;"Almohada Cervical Infantil Animales Junior Knows";Diseño;;Tigre;;"<p>¡Descubre la fabulosa y original <strong>almohada cervical infantil Animales Junior Knows</strong>! Un <strong>cojín infantil</strong> que fascinará a los niños con su diseño inspirado en animales. Muy suave y confortable. Este <strong>cojín cervical</strong> es perfecto como <strong>regalo para niños</strong>. Medidas aprox.: 25 x 25 x 5 cm.</p>";2258;;19.9;8.8;3.21;21;;7569000698691;25;25;5;0.132;0;"2014-11-24 11:00:17";"2017-03-15 14:48:20";http://dropshipping.bigbuy.eu/imgs/almohada_cervical_ninos_00.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_mariquita.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_pato.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_rana.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_tigre.jpg;;;
F1505145;2571,2593,2605;"Almohada Cervical Infantil Animales Junior Knows";Diseño;;Pato;;"<p>¡Descubre la fabulosa y original <strong>almohada cervical infantil Animales Junior Knows</strong>! Un <strong>cojín infantil</strong> que fascinará a los niños con su diseño inspirado en animales. Muy suave y confortable. Este <strong>cojín cervical</strong> es perfecto como <strong>regalo para niños</strong>. Medidas aprox.: 25 x 25 x 5 cm.</p>";2258;;19.9;8.8;3.21;21;;7569000698707;25;25;5;0.132;125;"2014-11-24 11:03:05";"2017-03-15 14:48:20";http://dropshipping.bigbuy.eu/imgs/almohada_cervical_ninos_00.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_mariquita.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_pato.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_rana.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_tigre.jpg;;;
F1505146;2571,2593,2605;"Almohada Cervical Infantil Animales Junior Knows";Diseño;;Mariquita;;"<p>¡Descubre la fabulosa y original <strong>almohada cervical infantil Animales Junior Knows</strong>! Un <strong>cojín infantil</strong> que fascinará a los niños con su diseño inspirado en animales. Muy suave y confortable. Este <strong>cojín cervical</strong> es perfecto como <strong>regalo para niños</strong>. Medidas aprox.: 25 x 25 x 5 cm.</p>";2258;;19.9;8.8;3.21;21;;7569000698721;25;25;5;0.132;35;"2014-11-24 11:04:46";"2017-03-28 09:56:10";http://dropshipping.bigbuy.eu/imgs/almohada_cervical_ninos_00.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_mariquita.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_pato.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_rana.jpg;http://dropshipping.bigbuy.eu/imgs/almohada_cervical_tigre.jpg;;;
H4520144;2571,2572,2589;"Monopatín de Madera (4 ruedas)";;;;;"<p>¡Llega el increíble <strong>monopatín de madera</strong> <strong>(4 ruedas)</strong> con el que causarás sensación! Un divertido monopatín con tabla de madera, 4 ruedas de plástico y enganches metálicos. El regalo perfecto para niños aficionados al <strong style=""font-style: italic"">skateboard</strong>. Medidas aprox.: 79 x 12,50 x 20,5 cm. Soporta 50 kg máx.</p>";2258;;72.5;33.25;15.99;21;0;7569000754953;9;20;79;2.13;52;"2014-12-12 17:26:02";"2017-03-24 15:02:41";http://dropshipping.bigbuy.eu/imgs/monopatin-skateboard-00.jpg;http://dropshipping.bigbuy.eu/imgs/monopatin-skateboard-01.jpg;http://dropshipping.bigbuy.eu/imgs/monopatin-skateboard-02.jpg;;;;;
H4520146;2571,2572,2589;"Patinete de Aluminio (2 ruedas)";Color;;Rojo;;"<p>¡Si a tus hijos les gusta montar en patinete, consigue ya el magnífico <strong>patinete de alumino (2 ruedas)</strong>! ¡El <strong>regalo para niños</strong> que siempre triunfa! Fabricado en aluminio de calidad, resistente y seguro. Con gomaespuma en el manillar, freno trasero, base antideslizante y 2 ruedas (12 cm de diámetro aprox.). Medidas aprox.: 65 x 78 x 33 cm, aunque la altura es ajustable (4 posiciones: 78 - 74 - 69 - 58 cm aprox.). Soporta hasta hasta 100 kg de peso. Edad recomendada: +6 años.</p>";2258;;62.5;29.75;14.74;21;0;7569000740703;10;22;60;2.351;0;"2014-11-24 14:54:18";"2017-03-24 15:02:57";http://dropshipping.bigbuy.eu/imgs/patienete_aluminio_00.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_04.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_03.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_02.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_02.jpg;
H4520147;2571,2572,2589;"Patinete de Aluminio (2 ruedas)";Color;;Verde;;"<p>¡Si a tus hijos les gusta montar en patinete, consigue ya el magnífico <strong>patinete de alumino (2 ruedas)</strong>! ¡El <strong>regalo para niños</strong> que siempre triunfa! Fabricado en aluminio de calidad, resistente y seguro. Con gomaespuma en el manillar, freno trasero, base antideslizante y 2 ruedas (12 cm de diámetro aprox.). Medidas aprox.: 65 x 78 x 33 cm, aunque la altura es ajustable (4 posiciones: 78 - 74 - 69 - 58 cm aprox.). Soporta hasta hasta 100 kg de peso. Edad recomendada: +6 años.</p>";2258;;62.5;29.75;14.74;21;0;7569000740697;10;22;60;2.351;0;"2014-11-24 14:55:39";"2017-03-24 15:02:57";http://dropshipping.bigbuy.eu/imgs/patienete_aluminio_00.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_04.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_03.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_02.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_02.jpg;
H4520148;2571,2572,2589;"Patinete de Aluminio (2 ruedas)";Color;;Azul;;"<p>¡Si a tus hijos les gusta montar en patinete, consigue ya el magnífico <strong>patinete de alumino (2 ruedas)</strong>! ¡El <strong>regalo para niños</strong> que siempre triunfa! Fabricado en aluminio de calidad, resistente y seguro. Con gomaespuma en el manillar, freno trasero, base antideslizante y 2 ruedas (12 cm de diámetro aprox.). Medidas aprox.: 65 x 78 x 33 cm, aunque la altura es ajustable (4 posiciones: 78 - 74 - 69 - 58 cm aprox.). Soporta hasta hasta 100 kg de peso. Edad recomendada: +6 años.</p>";2258;;62.5;29.75;14.74;21;0;7569000740680;10;22;60;2.351;41;"2014-11-24 14:58:53";"2017-03-28 21:26:09";http://dropshipping.bigbuy.eu/imgs/patienete_aluminio_00.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_04.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_03.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_02.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_infantil_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_01.jpg;http://dropshipping.bigbuy.eu/imgs/patinete_02.jpg;
H4501084;2571,2572,2587;"Coche Teledirigido Porsche 911 Carrera S";;;;;"<p>¿Te gusta el <strong>coche teledirigido Porsche 911 Carrera S</strong>? Este impresionante <strong>coche deportivo descapotable con licencia</strong> es una excelente réplica del Porsche 911 Carrera S a escala 1/12. Puede correr en todas las direcciones: hacia delante, atrás, izquierda y derecha. Cuenta con faros delanteros, pilotos traseros, chasis, ajuste de dirección y botón de encendido/apagado. El coche funciona con 5 pilas AA (no incluidas) y el volante por radiocontrol con 1 pila 6F22 de 9 V (no incluida). Edad recomendada: +6 años. Medidas: aprox. 39 x 11,5 x 15,8. Colores surtidos según el stock disponible.</p>";1852;;105;49.5;24.35;21;0;7569000763399;50.5;20.5;22.5;1.425;18;"2014-12-10 17:49:58";"2017-03-27 11:08:27";http://dropshipping.bigbuy.eu/imgs/H4501084_87921.jpg;http://dropshipping.bigbuy.eu/imgs/H4501084_87926.jpg;http://dropshipping.bigbuy.eu/imgs/H4501084_87925.jpg;http://dropshipping.bigbuy.eu/imgs/H4501084_87924.jpg;http://dropshipping.bigbuy.eu/imgs/H4501084_87923.jpg;http://dropshipping.bigbuy.eu/imgs/H4501084_87922.jpg;;
H4505125;2571,2572,2576;"Billar Infantil de Madera con Accesorios";;;;;"<p>¡Con el estupendo <strong>billar infantil de madera con accesorios </strong>ya puedes jugar al billar en casa! Un divertido <strong>juego de billar</strong> de buena calidad para pasar un buen rato. Medidas: 51,5 x 9,5 x 32 cm aprox. Esta <strong>mesa de billar</strong> no tiene patas y es de madera, con 6 orificios y tapete verde de tejido suave. Incluye 16 bolas resistentes (2,5 cm de diámetro aprox.), 2 palos de billar (48,5 cm aprox. cada uno), 1 tiza, 1 triángulo de plástico y 1 pequeño cepillo. Ideal para regalar.</p>";2258;;55.6;23.85;11.83;21;0;7569000756254;52;32;10;2.921;1;"2017-03-24 15:01:50";"2017-03-24 15:01:55";http://dropshipping.bigbuy.eu/imgs/billar_infantil_00.jpg;http://dropshipping.bigbuy.eu/imgs/mini_billar_03.jpg;http://dropshipping.bigbuy.eu/imgs/mini_billar_02.jpg;http://dropshipping.bigbuy.eu/imgs/billar_infantil_01.jpg;;;;
H4530250;2571,2572,2574;"Móvil de Juguete para Bebés";;;;;"<p>¡Con el entretenido <strong>móvil de juguete para bebés</strong>, tu peque podrá aprender jugando! Un divertido <strong>móvil infantil </strong>ideal para desarrollar los sentidos y capacidades de los más pequeños. Con dibujos, luz y sonidos. El bebé podrá escuchar palabras en inglés. Edad recomendada: +12 meses. Funciona con pilas (3 x AAA, no incluidas). Medidas aprox.: 7,5 x 12,5 x 3,5 cm. Realizado en plástico. ¡Un <strong>juguete educativo</strong> perfecto como <strong>regalo para bebés</strong>!</p>";2258;;24.25;9.96;4.14;21;0;7569000740918;12.5;20;5;0.132;97;"2014-12-02 12:37:29";"2017-03-24 15:10:53";http://dropshipping.bigbuy.eu/imgs/H4530250_80077.jpg;http://dropshipping.bigbuy.eu/imgs/telefono_movil_infantil_02.jpg;http://dropshipping.bigbuy.eu/imgs/telefono_movil_infantil_01.jpg;;;;;
H4530252;2571,2572,2660;"Ametralladora de Juguete Lanzabalas";;;;;"<p>¡Comienza la batalla! ¡Apunta bien y dispara con la fabulosa <strong>ametralladora de juguete lanzabalas</strong>! Muy original y divertida. Lanza inofensivas balas de gomaespuma. ¡El <strong>regalo para niños</strong> que todos están esperando! Fabricada en plástico. Medidas aprox.: 45 x 22 x 8 cm. Incluye 20 balas de gomaespuma (longitud 6,5 cm x diámetro 1 cm aprox.). Funciona con pilas (3 x AA, no incluidas).</p>";2258;;49.75;22.87;11.21;21;0;7569000763429;23.5;8;45.5;0.792;71;"2014-12-03 11:58:22";"2017-03-24 15:11:04";http://dropshipping.bigbuy.eu/imgs/pistola_dardos_00.jpg;http://dropshipping.bigbuy.eu/imgs/pistola_dardos_01.jpg;http://dropshipping.bigbuy.eu/imgs/pistola_dardos_001.jpg;http://dropshipping.bigbuy.eu/imgs/pistola_dardos_02.jpg;;;;
H4530251;2571,2593,2610;"Dinosaurios Fluorescentes";;;;;"<p>¡Un parque jurásico en la habitación de los pequeños de la casa! ¡Con estos originales y decorativos <strong>dinosaurios fluorescentes</strong> es posible! La luz <strong>fluorescente </strong>de los dinosaurios creará un ambiente ideal para hacer volar la imaginación de los más pequeños. Perfectos para decorar cualquier superficie lisa y limpia, como paredes, puertas, techos, etcétera. Cada cajita contiene 24 dinosaurios. Incluye adhesivos de doble cara. Expositor punto de venta gratis con la compra de 24 cajitas.</p>";2258;;3.7;1.59;0.62;21;0;7569000755127;9;11;2.5;0.039;286;"2015-02-14 15:38:28";"2017-03-28 20:08:44";http://dropshipping.bigbuy.eu/imgs/dinosaurios-fluorescentes_00.jpg;http://dropshipping.bigbuy.eu/imgs/dinosaurios_fluorescentes.jpg;;;;;;
H4515107;2571,2572,2574;"Piano de Juguete para Bebés";;;;;"<p>¡Tu bebé ya puede deleitar a todos con sus primeras composiciones musicales gracias a el estupendo <strong>piano de juguete para bebés</strong>! Este <strong>piano infantil </strong>fascinará a los más pequeños de la casa con sus luces de colores y sonidos musicales y de animales. Ideal para que los bebés jueguen y desarrollen su capacidad sensorial. Perfecto para regalar. Edad recomendada: +12 meses. Funciona con pilas (3 x AA, no incluidas). Realizado en plástico. Medidas: 26 x 19 x 6 cm aprox.</p><p> </p>";2258;;39.05;16.52;8.42;21;0;7569000740925;31;25;8;0.612;29;"2014-12-02 12:45:31";"2017-03-24 15:02:28";http://dropshipping.bigbuy.eu/imgs/H4515107_80076.jpg;http://dropshipping.bigbuy.eu/imgs/piano_niño_03.jpg;http://dropshipping.bigbuy.eu/imgs/piano_niño_02.jpg;http://dropshipping.bigbuy.eu/imgs/piano_niño_01.jpg;;;;
F1600024;2571,2593,2594;"Esterilizador de Biberones para Microondas TopCom";;;;;"<p>¡No te pierdas el <strong>esterilizador de biberones para microondas TopCom</strong>! Si quieres que las tetinas, los chupetes, etc. de tu bebé siempre estén en óptimas condiciones cuando viajes, este producto no puede faltar en tu maleta. Esteriliza en tan solo 3 minutos hasta 2 biberones a la vez. Incluye 3 bolsas esterilizadoras reutilizables hasta 20 veces (medidas aprox.: 28 x 16,5 cm).</p>";1245;;72.05;34.12;25.52;21;0;7569000759699;17;34;2;0.076;47;"2015-07-20 07:03:08";"2016-10-27 09:48:52";http://dropshipping.bigbuy.eu/imgs/F1600024_78289.jpg;http://dropshipping.bigbuy.eu/imgs/F1600024_78288.jpg;;;;;;
